Year,Make,Model,Price,Location,Mileage,Fuel Type,URL
2021,Suzuki,Jimny,"$39,888*Excl. Govt. Charges","Melville, WA","22,703 km",Petrol,drive.com.au/cars-for-sale/car/969490986/
2023,Isuzu,D-MAX,"$62,988*Excl. Govt. Charges","Bentley , WA","13,582 km",Diesel,drive.com.au/cars-for-sale/car/969490968/
2019,Mitsubishi,Pajero Sport,"$40,881Drive Away","Midland, WA","71,000 km",Diesel,drive.com.au/cars-for-sale/car/969490988/
2013,Mitsubishi,ASX,"$16,990Drive Away","Glen Waverley, VIC","132,509 km",Petrol,drive.com.au/cars-for-sale/car/969490971/
2023,Kia,Seltos,"$47,990Drive Away","Robina, QLD","5,806 km",Petrol,drive.com.au/cars-for-sale/car/969491184/
2020,Ford,Ranger,"$52,533Drive Away","Wollongong, NSW","82,216 km",Diesel,drive.com.au/cars-for-sale/car/969491157/
2017,Subaru,Forester,"$26,970Drive Away","Christies Beach, SA","100,747 km",Petrol,drive.com.au/cars-for-sale/car/969491186/
2022,Ford,Ranger,"$49,850Drive Away","St Marys, SA","11,844 km",Diesel,drive.com.au/cars-for-sale/car/969491159/
2021,Ford,Mustang,"$58,170Drive Away","Christies Beach, SA","38,093 km",Petrol,drive.com.au/cars-for-sale/car/969491187/
2015,Jeep,Cherokee,"$17,999Drive Away",,"75,239 km",Petrol,drive.com.au/cars-for-sale/car/969491163/
2023,Volkswagen,T-Roc,"$48,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969491189/
2010,Toyota,Landcruiser,"$46,790Drive Away","Brisbane, QLD","264,275 km",Diesel,drive.com.au/cars-for-sale/car/969491164/
2023,Volkswagen,Tiguan,"$63,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969491190/
2022,Toyota,Landcruiser Prado,"$74,539Drive Away","Myaree, WA","32,340 km",Diesel,drive.com.au/cars-for-sale/car/969491165/
2023,Volkswagen,T-Cross,"$34,990Drive Away","Botany , NSW",10 km,Petrol,drive.com.au/cars-for-sale/car/969491191/
2017,Ford,Ranger,"$35,980Drive Away","Acacia Ridge, QLD","174,653 km",Diesel,drive.com.au/cars-for-sale/car/969491166/
2023,Volkswagen,T-Cross,"$36,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969491192/
2023,Toyota,Hilux,"$67,705Drive Away","Coburg North , VIC","2,609 km",Diesel,drive.com.au/cars-for-sale/car/969491197/
2019,SKODA,Karoq,"$31,990Drive Away","Geelong, VIC","48,530 km",Petrol,drive.com.au/cars-for-sale/car/969491174/
2022,Nissan,Navara,"$56,840Drive Away","Dubbo , NSW","28,224 km",Diesel,drive.com.au/cars-for-sale/car/969491202/
2019,Ford,Ranger,"$40,369Drive Away","Elizabeth, SA","13,585 km",Diesel,drive.com.au/cars-for-sale/car/969491180/
2019,Mazda,BT-50,"$39,990Drive Away","Robina, QLD","67,796 km",Diesel,drive.com.au/cars-for-sale/car/969491183/
2018,Kia,Sportage,"$32,064Drive Away","Christies Beach, SA","59,450 km",Diesel,drive.com.au/cars-for-sale/car/969491185/
2023,Volkswagen,T-Roc,"$48,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969491188/
2015,BMW,X3,"$37,990Drive Away","Moorabbin Airport, VIC","65,001 km",Diesel,drive.com.au/cars-for-sale/car/969491193/
2022,Lexus,UX,"$55,695Drive Away","WATERLOO, NSW","4,741 km",Petrol,drive.com.au/cars-for-sale/car/969491194/
2009,Holden,Colorado,"$14,990*Excl. Govt. Charges","Mildura , VIC","298,619 km",Diesel,drive.com.au/cars-for-sale/car/969491195/
2014,Honda,Odyssey,"$24,705Drive Away","Coburg North , VIC","109,019 km",Petrol,drive.com.au/cars-for-sale/car/969491196/
2018,Toyota,Landcruiser,"$79,980Drive Away","Acacia Ridge, QLD","131,590 km",Diesel,drive.com.au/cars-for-sale/car/969491200/
2017,Kia,Sportage,"$22,650Drive Away","Dubbo , NSW","123,273 km",Petrol,drive.com.au/cars-for-sale/car/969491201/
2020,Mazda,CX-5,"$41,888Drive Away","Capalaba, QLD","28,000 km",Diesel,drive.com.au/cars-for-sale/car/969491204/
2016,Subaru,Forester,"$13,990Drive Away","Gympie, QLD","255,123 km",Petrol,drive.com.au/cars-for-sale/car/969491207/
2015,Hyundai,i30,"$18,530Drive Away","West Gosford, NSW","60,910 km",Petrol,drive.com.au/cars-for-sale/car/969491209/
2016,Volkswagen,Tiguan,"$24,888Drive Away","Fairfield, VIC","128,663 km",Diesel,drive.com.au/cars-for-sale/car/969491212/
2023,Ford,Ranger,"$76,990Drive Away","Ringwood, VIC","2,400 km",Diesel,drive.com.au/cars-for-sale/car/969491213/
2020,Toyota,Landcruiser Prado,"$79,990Drive Away","Springwood , QLD","63,066 km",Diesel,drive.com.au/cars-for-sale/car/969491215/
2019,Toyota,Hilux,"$89,990*Excl. Govt. Charges","Midland, QLD","55,494 km",Diesel,drive.com.au/cars-for-sale/car/969491218/
2010,Mitsubishi,Triton,"$11,999Drive Away",,"364,883 km",Diesel,drive.com.au/cars-for-sale/car/969491222/
2023,Audi,A4,"$75,880Drive Away","Zetland, NSW","3,000 km",Petrol,drive.com.au/cars-for-sale/car/969490821/
2019,Toyota,Hilux,"$55,976Drive Away","Hillcrest, SA","126,446 km",Diesel,drive.com.au/cars-for-sale/car/969490815/
2016,BMW,3 Series,"$39,888Drive Away","Westmeadows, VIC","108,836 km",Petrol,drive.com.au/cars-for-sale/car/969490827/
2022,GWM,Haval Jolion,"$27,950Drive Away","Bentleigh East, VIC","12,156 km",Petrol,drive.com.au/cars-for-sale/car/969490816/
2018,Kia,Cerato,"$23,680Drive Away","Tweed Heads South, NSW","50,200 km",Petrol,drive.com.au/cars-for-sale/car/969490819/
2019,Subaru,XV,"$25,488*Excl. Govt. Charges","Eagle Farm, QLD","110,497 km",Petrol,drive.com.au/cars-for-sale/car/969490847/
2023,Audi,Q2,"$49,880Drive Away","Zetland, NSW","2,102 km",Petrol,drive.com.au/cars-for-sale/car/969490820/
2011,Ford,Fiesta,"$9,990*Excl. Govt. Charges","Eagle Farm, QLD","102,832 km",Petrol,drive.com.au/cars-for-sale/car/969490849/
2009,Mazda,BT-50,"$15,990*Excl. Govt. Charges","Albion Park Rail, NSW","161,099 km",Diesel,drive.com.au/cars-for-sale/car/969490823/
2010,Ford,Ranger,"$21,990*Excl. Govt. Charges","Eagle Farm, QLD","136,890 km",Diesel,drive.com.au/cars-for-sale/car/969490850/
2021,BMW,3 Series,"$63,990Drive Away","Moorabbin Airport, VIC","33,331 km",Petrol,drive.com.au/cars-for-sale/car/969490824/
2017,Audi,A3,"$33,990*Excl. Govt. Charges","Eagle Farm, QLD","32,487 km",Petrol,drive.com.au/cars-for-sale/car/969490851/
2019,Audi,A3,"$34,888Drive Away","Westmeadows, VIC","41,296 km",Petrol,drive.com.au/cars-for-sale/car/969490826/
2019,Volkswagen,Tiguan,"$31,920Drive Away","Dubbo , NSW","75,912 km",Petrol,drive.com.au/cars-for-sale/car/969490853/
2013,Porsche,Cayenne,"$29,990Drive Away",QLD,"153,700 km",Diesel,drive.com.au/cars-for-sale/car/969490829/
2023,Mazda,CX-5,"$55,990Drive Away","Dubbo , NSW",NA,Petrol,drive.com.au/cars-for-sale/car/969490854/
2021,Mazda,CX-30,"$31,990*Excl. Govt. Charges","Midland, QLD","80,717 km",Petrol,drive.com.au/cars-for-sale/car/969490835/
2023,Mazda,3,"$36,688Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490860/
2017,Toyota,Corolla,"$19,560Drive Away","North Gosford, NSW","110,792 km",Petrol,drive.com.au/cars-for-sale/car/969490837/
2023,Mazda,3,"$41,388Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490861/
2021,Toyota,Corolla,"$29,755Drive Away","Castle Hill , NSW","36,805 km",Petrol,drive.com.au/cars-for-sale/car/969490838/
2023,Mazda,3,"$41,388Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490862/
2023,Volkswagen,Amarok,"$49,995Drive Away","Epping, VIC",434 km,Diesel,drive.com.au/cars-for-sale/car/969490842/
2023,Mazda,3,"$35,988Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490863/
2022,Hyundai,Santa Fe,"$50,990*Excl. Govt. Charges","Eagle Farm, QLD","21,574 km",Diesel,drive.com.au/cars-for-sale/car/969490845/
2023,Mazda,6,"$45,888Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490864/
2023,Mazda,BT-50,"$68,500Drive Away","Dubbo , NSW",NA,Diesel,drive.com.au/cars-for-sale/car/969490852/
2023,Mazda,3,"$42,888Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490865/
2019,Hyundai,Tucson,"$25,000Drive Away","Augustine Heights, QLD","102,927 km",Petrol,drive.com.au/cars-for-sale/car/969490857/
2018,Mitsubishi,Pajero,"$46,454Drive Away","Midland, WA","87,500 km",Diesel,drive.com.au/cars-for-sale/car/969490858/
2023,Mazda,3,"$46,888Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490859/
2023,Kia,Seltos,"$41,990Drive Away","Cheltenham, VIC","2,001 km",Petrol,drive.com.au/cars-for-sale/car/969490867/
2022,Mercedes-Benz,GLC-Class,"$108,880Drive Away","Ringwood, VIC","22,000 km",Petrol,drive.com.au/cars-for-sale/car/969490872/
2021,Peugeot,508,"$31,880*Excl. Govt. Charges","Eagle Farm, QLD","41,896 km",Petrol,drive.com.au/cars-for-sale/car/969491078/
2023,Kia,Cerato,"$30,990Drive Away","Cheltenham, VIC","2,001 km",Petrol,drive.com.au/cars-for-sale/car/969491048/
2023,Hyundai,i30,"$49,990*Excl. Govt. Charges","Eagle Farm, QLD","18,108 km",Petrol,drive.com.au/cars-for-sale/car/969491087/
2017,Mercedes-Benz,C-Class,"$64,990*Excl. Govt. Charges","Midland, WA","51,243 km",Petrol,drive.com.au/cars-for-sale/car/969491091/
2020,Land,Rover Discovery,"$64,990*Excl. Govt. Charges","Eagle Farm, QLD","51,322 km",Diesel,drive.com.au/cars-for-sale/car/969490992/
2022,Kia,Rio,"$20,977*Excl. Govt. Charges","Bentley , WA","46,158 km",Petrol,drive.com.au/cars-for-sale/car/969491097/
2020,Mazda,3,"$25,990*Excl. Govt. Charges","Eagle Farm, QLD","51,405 km",Petrol,drive.com.au/cars-for-sale/car/969491088/
2005,BMW,Z4,"$19,888*Excl. Govt. Charges","Morley, WA","95,328 km",Petrol,drive.com.au/cars-for-sale/car/969491056/
2015,Subaru,BRZ,"$28,440*Excl. Govt. Charges","Eagle Farm, QLD","59,910 km",Petrol,drive.com.au/cars-for-sale/car/969491079/
2023,Kia,Stonic,"$35,990Drive Away","Cheltenham, VIC","4,200 km",Petrol,drive.com.au/cars-for-sale/car/969491047/
2018,Mazda,CX-5,"$28,990*Excl. Govt. Charges","Eagle Farm, QLD","44,179 km",Petrol,drive.com.au/cars-for-sale/car/969491089/
2017,Toyota,Hilux,"$24,982*Excl. Govt. Charges","Bentley , WA","137,575 km",Petrol,drive.com.au/cars-for-sale/car/969491098/
2021,Hyundai,i30,"$46,440*Excl. Govt. Charges","Eagle Farm, QLD","17,233 km",Petrol,drive.com.au/cars-for-sale/car/969490993/
2015,Mazda,BT-50,"$31,926*Excl. Govt. Charges","Bentley , WA","185,357 km",Diesel,drive.com.au/cars-for-sale/car/969491099/
2023,Ford,Everest,"$73,888*Excl. Govt. Charges","Morley, WA","13,710 km",Diesel,drive.com.au/cars-for-sale/car/969491055/
2023,Toyota,RAV4,"$59,990*Excl. Govt. Charges","Eagle Farm, QLD","3,064 km",Petrol,drive.com.au/cars-for-sale/car/969490994/
2021,Toyota,Hilux,"$31,888*Excl. Govt. Charges","Gosnells, WA","59,298 km",Petrol,drive.com.au/cars-for-sale/car/969491061/
2022,Mazda,CX-5,"$38,990*Excl. Govt. Charges","Eagle Farm, QLD","35,763 km",Diesel,drive.com.au/cars-for-sale/car/969491071/
2018,Hyundai,Santa Fe,"$34,979*Excl. Govt. Charges","Maddington, WA","108,633 km",Diesel,drive.com.au/cars-for-sale/car/969491064/
2021,Nissan,370Z,"$62,990*Excl. Govt. Charges","Eagle Farm, QLD","7,869 km",Petrol,drive.com.au/cars-for-sale/car/969491080/
2021,Toyota,Hilux,"$31,888*Excl. Govt. Charges","Gosnells, WA","60,168 km",Petrol,drive.com.au/cars-for-sale/car/969491063/
2021,Peugeot,508,"$31,880*Excl. Govt. Charges","Eagle Farm, QLD","38,044 km",Petrol,drive.com.au/cars-for-sale/car/969491083/
2020,Toyota,Corolla,"$32,990*Excl. Govt. Charges","Midland, WA","40,378 km",Petrol,drive.com.au/cars-for-sale/car/969491066/
2020,Toyota,RAV4,"$31,880*Excl. Govt. Charges","Eagle Farm, QLD","103,332 km",Petrol,drive.com.au/cars-for-sale/car/969491084/
2021,Ford,Ranger,"$64,998*Excl. Govt. Charges","Maddington, WA","40,257 km",Diesel,drive.com.au/cars-for-sale/car/969491065/
2015,Honda,CR-V,"$25,880*Excl. Govt. Charges","Eagle Farm, QLD","52,103 km",Petrol,drive.com.au/cars-for-sale/car/969491069/
2016,Mercedes-Benz,C-Class,"$37,999*Excl. Govt. Charges","Midland, WA","55,301 km",Diesel,drive.com.au/cars-for-sale/car/969491093/
2020,MINI,Countryman,"$42,880*Excl. Govt. Charges","Eagle Farm, QLD","63,655 km",Petrol,drive.com.au/cars-for-sale/car/969491085/
2016,Mercedes-Benz,C-Class,"$37,999*Excl. Govt. Charges","Midland, WA","55,301 km",Diesel,drive.com.au/cars-for-sale/car/969491090/
2016,Nissan,QASHQAI,"$16,990*Excl. Govt. Charges","Eagle Farm, QLD","127,361 km",Petrol,drive.com.au/cars-for-sale/car/969491072/
2017,Mercedes-Benz,C-Class,"$64,990*Excl. Govt. Charges","Midland, WA","51,243 km",Petrol,drive.com.au/cars-for-sale/car/969491092/
2022,Haval,Jolion,"$28,990*Excl. Govt. Charges","Seven Hills, NSW","22,080 km",Petrol,drive.com.au/cars-for-sale/car/969491095/
2023,Suzuki,Jimny,"$47,880*Excl. Govt. Charges","Eagle Farm, QLD",104 km,Petrol,drive.com.au/cars-for-sale/car/969491076/
2020,Mercedes-Benz,GLC-Class,"$63,984*Excl. Govt. Charges","Bentley , WA","53,580 km",Petrol,drive.com.au/cars-for-sale/car/969491096/
2019,Toyota,Corolla,"$28,990*Excl. Govt. Charges","Eagle Farm, QLD","54,131 km",Petrol,drive.com.au/cars-for-sale/car/969491077/
2018,Subaru,WRX,"$38,950*Excl. Govt. Charges","Fairfield, VIC","81,422 km",Petrol,drive.com.au/cars-for-sale/car/969490682/
2019,Mazda,3,"$26,888*Excl. Govt. Charges","Canning Vale, WA","47,000 km",Petrol,drive.com.au/cars-for-sale/car/969490732/
2022,MG,ZS,"$17,990Drive Away","Brisbane, QLD","23,926 km",Petrol,drive.com.au/cars-for-sale/car/969490676/
2021,Toyota,Corolla,"$26,990*Excl. Govt. Charges","Canning Vale, WA","53,789 km",Petrol,drive.com.au/cars-for-sale/car/969490733/
2008,Honda,Accord Euro,"$8,999Drive Away",,"237,673 km",Petrol,drive.com.au/cars-for-sale/car/969490688/
2021,Toyota,Corolla,"$26,990*Excl. Govt. Charges","Canning Vale, WA","48,669 km",Petrol,drive.com.au/cars-for-sale/car/969490734/
2020,Kia,Sportage,"$28,950*Excl. Govt. Charges","Fairfield, VIC","35,450 km",Petrol,drive.com.au/cars-for-sale/car/969490681/
2021,Toyota,Corolla,"$27,888*Excl. Govt. Charges","Canning Vale, WA","57,076 km",Petrol,drive.com.au/cars-for-sale/car/969490735/
2022,MG,ZS,"$17,990Drive Away","Brisbane, QLD","23,358 km",Petrol,drive.com.au/cars-for-sale/car/969490677/
2021,Toyota,RAV4,"$36,888*Excl. Govt. Charges","Canning Vale, WA","52,309 km",Petrol,drive.com.au/cars-for-sale/car/969490736/
2021,Subaru,Outback,"$46,454Drive Away","Nedlands, WA","53,690 km",Petrol,drive.com.au/cars-for-sale/car/969490685/
2021,Toyota,Corolla,"$28,888*Excl. Govt. Charges","Canning Vale, WA","48,882 km",Petrol,drive.com.au/cars-for-sale/car/969490738/
2023,Subaru,WRX,"$53,950*Excl. Govt. Charges","Fairfield, VIC","2,645 km",Petrol,drive.com.au/cars-for-sale/car/969490683/
2017,Ford,Mustang,"$48,689Drive Away","Elizabeth, SA","68,857 km",Petrol,drive.com.au/cars-for-sale/car/969490686/
2016,Volkswagen,Tiguan,"$26,950*Excl. Govt. Charges","Fairfield, VIC","67,959 km",Petrol,drive.com.au/cars-for-sale/car/969490684/
2007,Toyota,Aurion,"$11,999Drive Away",,"126,141 km",Petrol,drive.com.au/cars-for-sale/car/969490687/
2022,Volkswagen,Golf,"$49,990*Excl. Govt. Charges","Gosnells, WA","13,000 km",Petrol,drive.com.au/cars-for-sale/car/969490717/
2016,BMW,2 Series,"$34,939Drive Away","Mile End South, SA","108,064 km",Petrol,drive.com.au/cars-for-sale/car/969490696/
2012,Holden,Ute,"$15,999Drive Away",,"190,615 km",Petrol,drive.com.au/cars-for-sale/car/969490690/
2009,Ford,Falcon,"$15,983Drive Away","Essendon   , VIC","131,881 km",Petrol,drive.com.au/cars-for-sale/car/969490712/
2012,Toyota,Landcruiser Prado,"$34,999Drive Away",,"151,010 km",Diesel,drive.com.au/cars-for-sale/car/969490691/
2016,Toyota,Landcruiser,"$92,888*Excl. Govt. Charges","Gosnells, WA","138,463 km",Diesel,drive.com.au/cars-for-sale/car/969490715/
2012,Mazda,6,"$10,999Drive Away",,"142,329 km",Diesel,drive.com.au/cars-for-sale/car/969490693/
2019,Peugeot,3008,"$23,990*Excl. Govt. Charges","Bibra Lake, WA","46,375 km",Petrol,drive.com.au/cars-for-sale/car/969490720/
2021,MG,MG3,"$19,552Drive Away","Mile End South, SA","20,666 km",Petrol,drive.com.au/cars-for-sale/car/969490698/
2019,Peugeot,3008,"$23,990*Excl. Govt. Charges","Melville, WA","46,375 km",Petrol,drive.com.au/cars-for-sale/car/969490721/
2014,Hyundai,Veloster,"$16,543Drive Away","Mile End South, SA","110,847 km",Petrol,drive.com.au/cars-for-sale/car/969490699/
2015,Porsche,Cayenne,"$84,034Drive Away","Port Melbourne  , VIC","119,108 km",Petrol,drive.com.au/cars-for-sale/car/969490723/
2021,Mazda,CX-8,"$40,445Drive Away","Mile End South, SA","55,691 km",Petrol,drive.com.au/cars-for-sale/car/969490700/
2018,Hyundai,i30,"$29,860Drive Away","Brookvale , NSW","71,051 km",Petrol,drive.com.au/cars-for-sale/car/969490724/
2017,Toyota,C-HR,"$20,696Drive Away","Mile End South, SA","134,554 km",Petrol,drive.com.au/cars-for-sale/car/969490703/
2020,Mitsubishi,Triton,"$39,999Drive Away","Chermside, QLD","55,649 km",Diesel,drive.com.au/cars-for-sale/car/969490727/
2006,Toyota,Yaris,"$5,886Drive Away","Mile End South, SA","184,937 km",Petrol,drive.com.au/cars-for-sale/car/969490706/
2008,Toyota,Hilux,"$18,900Drive Away","Coopers Plains, QLD","163,206 km",Diesel,drive.com.au/cars-for-sale/car/969490632/
2022,Hyundai,Santa Fe,"$54,888Drive Away","Horsham, VIC","29,357 km",Diesel,drive.com.au/cars-for-sale/car/969490606/
2008,Nissan,Patrol,"$23,750Drive Away","Coopers Plains, QLD","256,070 km",Diesel,drive.com.au/cars-for-sale/car/969490633/
2022,Kia,Sportage,"$57,130Drive Away","Reynella, SA","15,236 km",Diesel,drive.com.au/cars-for-sale/car/969490609/
2020,Kia,Sorento,"$43,888Drive Away","Horsham, VIC","63,839 km",Diesel,drive.com.au/cars-for-sale/car/969490607/
2017,Mercedes-Benz,CLA-Class,"$35,950Drive Away","Bentleigh East, VIC","95,897 km",Petrol,drive.com.au/cars-for-sale/car/969490621/
2008,Nissan,Navara,"$9,900Drive Away","Coopers Plains, QLD","347,500 km",Diesel,drive.com.au/cars-for-sale/car/969490634/
2018,Holden,Barina,"$14,990Drive Away","Mackay, QLD","81,787 km",Petrol,drive.com.au/cars-for-sale/car/969490622/
2023,Mazda,3,"$34,988Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490644/
2018,Honda,Civic,"$28,775Drive Away","Willagee, WA","51,844 km",Petrol,drive.com.au/cars-for-sale/car/969490623/
2023,Mazda,3,"$36,988Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490645/
2023,Volkswagen,Amarok,"$85,499Drive Away","Geelong, VIC",22 km,Diesel,drive.com.au/cars-for-sale/car/969490626/
2023,Mazda,3,"$36,188Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490646/
2023,Volkswagen,Amarok,"$89,990Drive Away","Epping, VIC",11 km,Petrol,drive.com.au/cars-for-sale/car/969490627/
2023,Suzuki,Vitara,"$41,330Drive Away","Indooroopilly, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969490652/
2012,Ford,Ranger,"$10,900Drive Away","Coopers Plains, QLD","225,738 km",Diesel,drive.com.au/cars-for-sale/car/969490631/
2023,Suzuki,Vitara,"$33,990Drive Away","Indooroopilly, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969490653/
2020,Hyundai,i30,"$24,990Drive Away","Townsville City, QLD","57,783 km",Petrol,drive.com.au/cars-for-sale/car/969490637/
2023,Suzuki,Vitara,"$33,990Drive Away","Indooroopilly, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969490654/
2013,Holden,Commodore,"$33,133Drive Away","Como, WA","152,575 km",Petrol,drive.com.au/cars-for-sale/car/969490662/
2021,Volkswagen,Golf,"$39,586Drive Away","Moorabbin, VIC","38,545 km",Petrol,drive.com.au/cars-for-sale/car/969490642/
2016,Ford,Focus,"$14,456Drive Away","Mile End South, SA","136,523 km",Petrol,drive.com.au/cars-for-sale/car/969490668/
2023,Mazda,3,"$46,888Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969490643/
2022,MG,ZS,"$17,990Drive Away","Brisbane, QLD","21,620 km",Petrol,drive.com.au/cars-for-sale/car/969490679/
2023,Volkswagen,Amarok,"$55,496Drive Away","Fairfield, VIC",9 km,Diesel,drive.com.au/cars-for-sale/car/969490648/
2022,MG,ZS,"$22,650Drive Away","Rockdale , NSW","16,666 km",Petrol,drive.com.au/cars-for-sale/car/969490650/
2023,Suzuki,Vitara,"$41,330Drive Away","Indooroopilly, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969490651/
2022,Jeep,Compass,"$31,950*Excl. Govt. Charges","Morley, WA","40,823 km",Petrol,drive.com.au/cars-for-sale/car/969490655/
2017,Kia,Sportage,"$24,990*Excl. Govt. Charges","Gosnells, WA","49,999 km",Petrol,drive.com.au/cars-for-sale/car/969490657/
2012,Jeep,Grand Cherokee,"$13,328Drive Away","Como, WA","248,174 km",Diesel,drive.com.au/cars-for-sale/car/969490660/
2022,MG,ZST,"$30,887Drive Away","Penrith, NSW","27,062 km",Petrol,drive.com.au/cars-for-sale/car/969490663/
2019,Hyundai,Kona,"$28,010Drive Away","Morphett Vale, SA","51,079 km",Petrol,drive.com.au/cars-for-sale/car/969490665/
2020,Mazda,3,"$36,303Drive Away","Mile End South, SA","14,106 km",Petrol,drive.com.au/cars-for-sale/car/969490666/
2019,Kia,Picanto,"$20,540Drive Away","Rockingham, WA","44,000 km",Petrol,drive.com.au/cars-for-sale/car/969490674/
2022,MG,ZS,"$17,990Drive Away","Brisbane, QLD","23,358 km",Petrol,drive.com.au/cars-for-sale/car/969490677/
